RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
28,10000027,Surname_28,627,Italy,Female,57,7,2713.5,4,1,1,50283.5,1
29,10000028,Surname_29,628,France,Male,58,8,2814.0,1,0,0,50294.0,0
30,10000029,Surname_30,629,Spain,Female,59,9,2914.5,2,1,1,50304.5,1
31,10000030,Surname_31,630,Germany,Male,60,0,3015.0,3,0,0,50315.0,0
32,10000031,Surname_32,631,Italy,Female,61,1,3115.5,4,1,1,50325.5,1
33,10000032,Surname_33,632,France,Male,62,2,3216.0,1,0,0,50336.0,0
34,10000033,Surname_34,633,Spain,Female,63,3,3316.5,2,1,1,50346.5,1
35,10000034,Surname_35,634,Germany,Male,64,4,3417.0,3,0,0,50357.0,0
36,10000035,Surname_36,635,Italy,Female,65,5,3517.5,4,1,1,50367.5,1
37,10000036,Surname_37,636,France,Male,66,6,3618.0,1,0,0,50378.0,0
38,10000037,Surname_38,637,Spain,Female,67,7,3718.5,2,1,1,50388.5,1
39,10000038,Surname_39,638,Germany,Male,68,8,3819.0,3,0,0,50399.0,0
40,10000039,Surname_40,639,Italy,Female,69,9,3919.5,4,1,1,50409.5,1
41,10000040,Surname_41,640,France,Male,30,0,4020.0,1,0,0,50420.0,0
42,10000041,Surname_42,641,Spain,Female,31,1,4120.5,2,1,1,50430.5,1
43,10000042,Surname_43,642,Germany,Male,32,2,4221.0,3,0,0,50441.0,0
44,10000043,Surname_44,643,Italy,Female,33,3,4321.5,4,1,1,50451.5,1
45,10000044,Surname_45,644,France,Male,34,4,4422.0,1,0,0,50462.0,0
46,10000045,Surname_46,645,Spain,Female,35,5,4522.5,2,1,1,50472.5,1
47,10000046,Surname_47,646,Germany,Male,36,6,4623.0,3,0,0,50483.0,0
48,10000047,Surname_48,647,Italy,Female,37,7,4723.5,4,1,1,50493.5,1
49,10000048,Surname_49,648,France,Male,38,8,4824.0,1,0,0,50504.0,0
50,10000049,Surname_50,649,Spain,Female,39,9,4924.5,2,1,1,50514.5,1
51,10000050,Surname_51,650,Germany,Male,40,0,5025.0,3,0,0,50525.0,0
52,10000051,Surname_52,651,Italy,Female,41,1,5125.5,4,1,1,50535.5,1
53,10000052,Surname_53,652,France,Male,42,2,5226.0,1,0,0,50546.0,0
54,10000053,Surname_54,653,Spain,Female,43,3,5326.5,2,1,1,50556.5,1
55,10000054,Surname_55,654,Germany,Male,44,4,5427.0,3,0,0,50567.0,0
56,10000055,Surname_56,655,Italy,Female,45,5,5527.5,4,1,1,50577.5,1
57,10000056,Surname_57,656,France,Male,46,6,5628.0,1,0,0,50588.0,0
58,10000057,Surname_58,657,Spain,Female,47,7,5728.5,2,1,1,50598.5,1
59,10000058,Surname_59,658,Germany,Male,48,8,5829.0,3,0,0,50609.0,0
60,10000059,Surname_60,659,Italy,Female,49,9,5929.5,4,1,1,50619.5,1
61,10000060,Surname_61,660,France,Male,50,0,6030.0,1,0,0,50630.0,0
62,10000061,Surname_62,661,Spain,Female,51,1,6130.5,2,1,1,50640.5,1
63,10000062,Surname_63,662,Germany,Male,52,2,6231.0,3,0,0,50651.0,0
64,10000063,Surname_64,663,Italy,Female,53,3,6331.5,4,1,1,50661.5,1
65,10000064,Surname_65,664,France,Male,54,4,6432.0,1,0,0,50672.0,0
66,10000065,Surname_66,665,Spain,Female,55,5,6532.5,2,1,1,50682.5,1
67,10000066,Surname_67,666,Germany,Male,56,6,6633.0,3,0,0,50693.0,0
68,10000067,Surname_68,667,Italy,Female,57,7,6733.5,4,1,1,50703.5,1
69,10000068,Surname_69,668,France,Male,58,8,6834.0,1,0,0,50714.0,0
70,10000069,Surname_70,669,Spain,Female,59,9,6934.5,2,1,1,50724.5,1
71,10000070,Surname_71,670,Germany,Male,60,0,7035.0,3,0,0,50735.0,0
72,10000071,Surname_72,671,Italy,Female,61,1,7135.5,4,1,1,50745.5,1
73,10000072,Surname_73,672,France,Male,62,2,7236.0,1,0,0,50756.0,0
74,10000073,Surname_74,673,Spain,Female,63,3,7336.5,2,1,1,50766.5,1
75,10000074,Surname_75,674,Germany,Male,64,4,7437.0,3,0,0,50777.0,0
76,10000075,Surname_76,675,Italy,Female,65,5,7537.5,4,1,1,50787.5,1
77,10000076,Surname_77,676,France,Male,66,6,7638.0,1,0,0,50798.0,0
78,10000077,Surname_78,677,Spain,Female,67,7,7738.5,2,1,1,50808.5,1
79,10000078,Surname_79,678,Germany,Male,68,8,7839.0,3,0,0,50819.0,0
80,10000079,Surname_80,679,Italy,Female,69,9,7939.5,4,1,1,50829.5,1
81,10000080,Surname_81,680,France,Male,30,0,8040.0,1,0,0,50840.0,0
82,10000081,Surname_82,681,Spain,Female,31,1,8140.5,2,1,1,50850.5,1
83,10000082,Surname_83,682,Germany,Male,32,2,8241.0,3,0,0,50861.0,0
84,10000083,Surname_84,683,Italy,Female,33,3,8341.5,4,1,1,50871.5,1
85,10000084,Surname_85,684,France,Male,34,4,8442.0,1,0,0,50882.0,0
86,10000085,Surname_86,685,Spain,Female,35,5,8542.5,2,1,1,50892.5,1
87,10000086,Surname_87,686,Germany,Male,36,6,8643.0,3,0,0,50903.0,0
88,10000087,Surname_88,687,Italy,Female,37,7,8743.5,4,1,1,50913.5,1
89,10000088,Surname_89,688,France,Male,38,8,8844.0,1,0,0,50924.0,0
90,10000089,Surname_90,689,Spain,Female,39,9,8944.5,2,1,1,50934.5,1
91,10000090,Surname_91,690,Germany,Male,40,0,9045.0,3,0,0,50945.0,0
92,10000091,Surname_92,691,Italy,Female,41,1,9145.5,4,1,1,50955.5,1
93,10000092,Surname_93,692,France,Male,42,2,9246.0,1,0,0,50966.0,0
94,10000093,Surname_94,693,Spain,Female,43,3,9346.5,2,1,1,50976.5,1
95,10000094,Surname_95,694,Germany,Male,44,4,9447.0,3,0,0,50987.0,0
96,10000095,Surname_96,695,Italy,Female,45,5,9547.5,4,1,1,50997.5,1
97,10000096,Surname_97,696,France,Male,46,6,9648.0,1,0,0,51008.0,0
98,10000097,Surname_98,697,Spain,Female,47,7,9748.5,2,1,1,51018.5,1
99,10000098,Surname_99,698,Germany,Male,48,8,9849.0,3,0,0,51029.0,0
100,10000099,Surname_100,699,Italy,Female,49,9,9949.5,4,1,1,51039.5,1
101,10000100,Surname_101,600,France,Male,50,0,10050.0,1,0,0,51050.0,0
102,10000101,Surname_102,601,Spain,Female,51,1,10150.5,2,1,1,51060.5,1
103,10000102,Surname_103,602,Germany,Male,52,2,10251.0,3,0,0,51071.0,0
104,10000103,Surname_104,603,Italy,Female,53,3,10351.5,4,1,1,51081.5,1
105,10000104,Surname_105,604,France,Male,54,4,10452.0,1,0,0,51092.0,0
106,10000105,Surname_106,605,Spain,Female,55,5,10552.5,2,1,1,51102.5,1
107,10000106,Surname_107,606,Germany,Male,56,6,10653.0,3,0,0,51113.0,0
108,10000107,Surname_108,607,Italy,Female,57,7,10753.5,4,1,1,51123.5,1
109,10000108,Surname_109,608,France,Male,58,8,10854.0,1,0,0,51134.0,0
110,10000109,Surname_110,609,Spain,Female,59,9,10954.5,2,1,1,51144.5,1
111,10000110,Surname_111,610,Germany,Male,60,0,11055.0,3,0,0,51155.0,0
112,10000111,Surname_112,611,Italy,Female,61,1,11155.5,4,1,1,51165.5,1
113,10000112,Surname_113,612,France,Male,62,2,11256.0,1,0,0,51176.0,0
114,10000113,Surname_114,613,Spain,Female,63,3,11356.5,2,1,1,51186.5,1
115,10000114,Surname_115,614,Germany,Male,64,4,11457.0,3,0,0,51197.0,0
116,10000115,Surname_116,615,Italy,Female,65,5,11557.5,4,1,1,51207.5,1
117,10000116,Surname_117,616,France,Male,66,6,11658.0,1,0,0,51218.0,0
118,10000117,Surname_118,617,Spain,Female,67,7,11758.5,2,1,1,51228.5,1
119,10000118,Surname_119,618,Germany,Male,68,8,11859.0,3,0,0,51239.0,0
120,10000119,Surname_120,619,Italy,Female,69,9,11959.5,4,1,1,51249.5,1
121,10000120,Surname_121,620,France,Male,30,0,12060.0,1,0,0,51260.0,0
122,10000121,Surname_122,621,Spain,Female,31,1,12160.5,2,1,1,51270.5,1
123,10000122,Surname_123,622,Germany,Male,32,2,12261.0,3,0,0,51281.0,0
124,10000123,Surname_124,623,Italy,Female,33,3,12361.5,4,1,1,51291.5,1
125,10000124,Surname_125,624,France,Male,34,4,12462.0,1,0,0,51302.0,0
126,10000125,Surname_126,625,Spain,Female,35,5,12562.5,2,1,1,51312.5,1
127,10000126,Surname_127,626,Germany,Male,36,6,12663.0,3,0,0,51323.0,0
128,10000127,Surname_128,627,Italy,Female,37,7,12763.5,4,1,1,51333.5,1
129,10000128,Surname_129,628,France,Male,38,8,12864.0,1,0,0,51344.0,0
130,10000129,Surname_130,629,Spain,Female,39,9,12964.5,2,1,1,51354.5,1
131,10000130,Surname_131,630,Germany,Male,40,0,13065.0,3,0,0,51365.0,0
132,10000131,Surname_132,631,Italy,Female,41,1,13165.5,4,1,1,51375.5,1
133,10000132,Surname_133,632,France,Male,42,2,13266.0,1,0,0,51386.0,0
134,10000133,Surname_134,633,Spain,Female,43,3,13366.5,2,1,1,51396.5,1
135,10000134,Surname_135,634,Germany,Male,44,4,13467.0,3,0,0,51407.0,0
136,10000135,Surname_136,635,Italy,Female,45,5,13567.5,4,1,1,51417.5,1
137,10000136,Surname_137,636,France,Male,46,6,13668.0,1,0,0,51428.0,0
138,10000137,Surname_138,637,Spain,Female,47,7,13768.5,2,1,1,51438.5,1
139,10000138,Surname_139,638,Germany,Male,48,8,13869.0,3,0,0,51449.0,0
140,10000139,Surname_140,639,Italy,Female,49,9,13969.5,4,1,1,51459.5,1
141,10000140,Surname_141,640,France,Male,50,0,14070.0,1,0,0,51470.0,0
142,10000141,Surname_142,641,Spain,Female,51,1,14170.5,2,1,1,51480.5,1
143,10000142,Surname_143,642,Germany,Male,52,2,14271.0,3,0,0,51491.0,0
144,10000143,Surname_144,643,Italy,Female,53,3,14371.5,4,1,1,51501.5,1
145,10000144,Surname_145,644,France,Male,54,4,14472.0,1,0,0,51512.0,0
146,10000145,Surname_146,645,Spain,Female,55,5,14572.5,2,1,1,51522.5,1
147,10000146,Surname_147,646,Germany,Male,56,6,14673.0,3,0,0,51533.0,0
148,10000147,Surname_148,647,Italy,Female,57,7,14773.5,4,1,1,51543.5,1
149,10000148,Surname_149,648,France,Male,58,8,14874.0,1,0,0,51554.0,0
150,10000149,Surname_150,649,Spain,Female,59,9,14974.5,2,1,1,51564.5,1
151,10000150,Surname_151,650,Germany,Male,60,0,15075.0,3,0,0,51575.0,0
152,10000151,Surname_152,651,Italy,Female,61,1,15175.5,4,1,1,51585.5,1
153,10000152,Surname_153,652,France,Male,62,2,15276.0,1,0,0,51596.0,0
154,10000153,Surname_154,653,Spain,Female,63,3,15376.5,2,1,1,51606.5,1
155,10000154,Surname_155,654,Germany,Male,64,4,15477.0,3,0,0,51617.0,0
156,10000155,Surname_156,655,Italy,Female,65,5,15577.5,4,1,1,51627.5,1
157,10000156,Surname_157,656,France,Male,66,6,15678.0,1,0,0,51638.0,0
158,10000157,Surname_158,657,Spain,Female,67,7,15778.5,2,1,1,51648.5,1
159,10000158,Surname_159,658,Germany,Male,68,8,15879.0,3,0,0,51659.0,0
160,10000159,Surname_160,659,Italy,Female,69,9,15979.5,4,1,1,51669.5,1
161,10000160,Surname_161,660,France,Male,30,0,16080.0,1,0,0,51680.0,0
162,10000161,Surname_162,661,Spain,Female,31,1,16180.5,2,1,1,51690.5,1
163,10000162,Surname_163,662,Germany,Male,32,2,16281.0,3,0,0,51701.0,0
164,10000163,Surname_164,663,Italy,Female,33,3,16381.5,4,1,1,51711.5,1
165,10000164,Surname_165,664,France,Male,34,4,16482.0,1,0,0,51722.0,0
166,10000165,Surname_166,665,Spain,Female,35,5,16582.5,2,1,1,51732.5,1
167,10000166,Surname_167,666,Germany,Male,36,6,16683.0,3,0,0,51743.0,0
168,10000167,Surname_168,667,Italy,Female,37,7,16783.5,4,1,1,51753.5,1
169,10000168,Surname_169,668,France,Male,38,8,16884.0,1,0,0,51764.0,0
170,10000169,Surname_170,669,Spain,Female,39,9,16984.5,2,1,1,51774.5,1
171,10000170,Surname_171,670,Germany,Male,40,0,17085.0,3,0,0,51785.0,0
172,10000171,Surname_172,671,Italy,Female,41,1,17185.5,4,1,1,51795.5,1
173,10000172,Surname_173,672,France,Male,42,2,17286.0,1,0,0,51806.0,0
174,10000173,Surname_174,673,Spain,Female,43,3,17386.5,2,1,1,51816.5,1
175,10000174,Surname_175,674,Germany,Male,44,4,17487.0,3,0,0,51827.0,0
176,10000175,Surname_176,675,Italy,Female,45,5,17587.5,4,1,1,51837.5,1
177,10000176,Surname_177,676,France,Male,46,6,17688.0,1,0,0,51848.0,0
178,10000177,Surname_178,677,Spain,Female,47,7,17788.5,2,1,1,51858.5,1
179,10000178,Surname_179,678,Germany,Male,48,8,17889.0,3,0,0,51869.0,0
180,10000179,Surname_180,679,Italy,Female,49,9,17989.5,4,1,1,51879.5,1
181,10000180,Surname_181,680,France,Male,50,0,18090.0,1,0,0,51890.0,0
182,10000181,Surname_182,681,Spain,Female,51,1,18190.5,2,1,1,51900.5,1
183,10000182,Surname_183,682,Germany,Male,52,2,18291.0,3,0,0,51911.0,0
184,10000183,Surname_184,683,Italy,Female,53,3,18391.5,4,1,1,51921.5,1
185,10000184,Surname_185,684,France,Male,54,4,18492.0,1,0,0,51932.0,0
186,10000185,Surname_186,685,Spain,Female,55,5,18592.5,2,1,1,51942.5,1
187,10000186,Surname_187,686,Germany,Male,56,6,18693.0,3,0,0,51953.0,0
188,10000187,Surname_188,687,Italy,Female,57,7,18793.5,4,1,1,51963.5,1
189,10000188,Surname_189,688,France,Male,58,8,18894.0,1,0,0,51974.0,0
190,10000189,Surname_190,689,Spain,Female,59,9,18994.5,2,1,1,51984.5,1
191,10000190,Surname_191,690,Germany,Male,60,0,19095.0,3,0,0,51995.0,0
192,10000191,Surname_192,691,Italy,Female,61,1,19195.5,4,1,1,52005.5,1
193,10000192,Surname_193,692,France,Male,62,2,19296.0,1,0,0,52016.0,0
194,10000193,Surname_194,693,Spain,Female,63,3,19396.5,2,1,1,52026.5,1
195,10000194,Surname_195,694,Germany,Male,64,4,19497.0,3,0,0,52037.0,0
196,10000195,Surname_196,695,Italy,Female,65,5,19597.5,4,1,1,52047.5,1
197,10000196,Surname_197,696,France,Male,66,6,19698.0,1,0,0,52058.0,0
198,10000197,Surname_198,697,Spain,Female,67,7,19798.5,2,1,1,52068.5,1
199,10000198,Surname_199,698,Germany,Male,68,8,19899.0,3,0,0,52079.0,0
200,10000199,Surname_200,699,Italy,Female,69,9,19999.5,4,1,1,52089.5,1
201,10000200,Surname_201,600,France,Male,30,0,20100.0,1,0,0,52100.0,0
202,10000201,Surname_202,601,Spain,Female,31,1,20200.5,2,1,1,52110.5,1
203,10000202,Surname_203,602,Germany,Male,32,2,20301.0,3,0,0,52121.0,0
204,10000203,Surname_204,603,Italy,Female,33,3,20401.5,4,1,1,52131.5,1
205,10000204,Surname_205,604,France,Male,34,4,20502.0,1,0,0,52142.0,0
206,10000205,Surname_206,605,Spain,Female,35,5,20602.5,2,1,1,52152.5,1
207,10000206,Surname_207,606,Germany,Male,36,6,20703.0,3,0,0,52163.0,0
208,10000207,Surname_208,607,Italy,Female,37,7,20803.5,4,1,1,52173.5,1
209,10000208,Surname_209,608,France,Male,38,8,20904.0,1,0,0,52184.0,0
210,10000209,Surname_210,609,Spain,Female,39,9,21004.5,2,1,1,52194.5,1
211,10000210,Surname_211,610,Germany,Male,40,0,21105.0,3,0,0,52205.0,0
212,10000211,Surname_212,611,Italy,Female,41,1,21205.5,4,1,1,52215.5,1
213,10000212,Surname_213,612,France,Male,42,2,21306.0,1,0,0,52226.0,0
214,10000213,Surname_214,613,Spain,Female,43,3,21406.5,2,1,1,52236.5,1
215,10000214,Surname_215,614,Germany,Male,44,4,21507.0,3,0,0,52247.0,0
216,10000215,Surname_216,615,Italy,Female,45,5,21607.5,4,1,1,52257.5,1
217,10000216,Surname_217,616,France,Male,46,6,21708.0,1,0,0,52268.0,0
218,10000217,Surname_218,617,Spain,Female,47,7,21808.5,2,1,1,52278.5,1
219,10000218,Surname_219,618,Germany,Male,48,8,21909.0,3,0,0,52289.0,0
220,10000219,Surname_220,619,Italy,Female,49,9,22009.5,4,1,1,52299.5,1
221,10000220,Surname_221,620,France,Male,50,0,22110.0,1,0,0,52310.0,0
222,10000221,Surname_222,621,Spain,Female,51,1,22210.5,2,1,1,52320.5,1
223,10000222,Surname_223,622,Germany,Male,52,2,22311.0,3,0,0,52331.0,0
224,10000223,Surname_224,623,Italy,Female,53,3,22411.5,4,1,1,52341.5,1
225,10000224,Surname_225,624,France,Male,54,4,22512.0,1,0,0,52352.0,0
226,10000225,Surname_226,625,Spain,Female,55,5,22612.5,2,1,1,52362.5,1
227,10000226,Surname_227,626,Germany,Male,56,6,22713.0,3,0,0,52373.0,0
228,10000227,Surname_228,627,Italy,Female,57,7,22813.5,4,1,1,52383.5,1
229,10000228,Surname_229,628,France,Male,58,8,22914.0,1,0,0,52394.0,0
230,10000229,Surname_230,629,Spain,Female,59,9,23014.5,2,1,1,52404.5,1
231,10000230,Surname_231,630,Germany,Male,60,0,23115.0,3,0,0,52415.0,0
232,10000231,Surname_232,631,Italy,Female,61,1,23215.5,4,1,1,52425.5,1
233,10000232,Surname_233,632,France,Male,62,2,23316.0,1,0,0,52436.0,0
234,10000233,Surname_234,633,Spain,Female,63,3,23416.5,2,1,1,52446.5,1
235,10000234,Surname_235,634,Germany,Male,64,4,23517.0,3,0,0,52457.0,0
236,10000235,Surname_236,635,Italy,Female,65,5,23617.5,4,1,1,52467.5,1
237,10000236,Surname_237,636,France,Male,66,6,23718.0,1,0,0,52478.0,0
238,10000237,Surname_238,637,Spain,Female,67,7,23818.5,2,1,1,52488.5,1
239,10000238,Surname_239,638,Germany,Male,68,8,23919.0,3,0,0,52499.0,0
240,10000239,Surname_240,639,Italy,Female,69,9,24019.5,4,1,1,52509.5,1
241,10000240,Surname_241,640,France,Male,30,0,24120.0,1,0,0,52520.0,0
242,10000241,Surname_242,641,Spain,Female,31,1,24220.5,2,1,1,52530.5,1
243,10000242,Surname_243,642,Germany,Male,32,2,24321.0,3,0,0,52541.0,0
244,10000243,Surname_244,643,Italy,Female,33,3,24421.5,4,1,1,52551.5,1
245,10000244,Surname_245,644,France,Male,34,4,24522.0,1,0,0,52562.0,0
246,10000245,Surname_246,645,Spain,Female,35,5,24622.5,2,1,1,52572.5,1
247,10000246,Surname_247,646,Germany,Male,36,6,24723.0,3,0,0,52583.0,0
248,10000247,Surname_248,647,Italy,Female,37,7,24823.5,4,1,1,52593.5,1
249,10000248,Surname_249,648,France,Male,38,8,24924.0,1,0,0,52604.0,0
250,10000249,Surname_250,649,Spain,Female,39,9,25024.5,2,1,1,52614.5,1
251,10000250,Surname_251,650,Germany,Male,40,0,25125.0,3,0,0,52625.0,0
252,10000251,Surname_252,651,Italy,Female,41,1,25225.5,4,1,1,52635.5,1
253,10000252,Surname_253,652,France,Male,42,2,25326.0,1,0,0,52646.0,0
254,10000253,Surname_254,653,Spain,Female,43,3,25426.5,2,1,1,52656.5,1
255,10000254,Surname_255,654,Germany,Male,44,4,25527.0,3,0,0,52667.0,0
256,10000255,Surname_256,655,Italy,Female,45,5,25627.5,4,1,1,52677.5,1
257,10000256,Surname_257,656,France,Male,46,6,25728.0,1,0,0,52688.0,0
258,10000257,Surname_258,657,Spain,Female,47,7,25828.5,2,1,1,52698.5,1
259,10000258,Surname_259,658,Germany,Male,48,8,25929.0,3,0,0,52709.0,0
260,10000259,Surname_260,659,Italy,Female,49,9,26029.5,4,1,1,52719.5,1
261,10000260,Surname_261,660,France,Male,50,0,26130.0,1,0,0,52730.0,0
262,10000261,Surname_262,661,Spain,Female,51,1,26230.5,2,1,1,52740.5,1
263,10000262,Surname_263,662,Germany,Male,52,2,26331.0,3,0,0,52751.0,0
264,10000263,Surname_264,663,Italy,Female,53,3,26431.5,4,1,1,52761.5,1
265,10000264,Surname_265,664,France,Male,54,4,26532.0,1,0,0,52772.0,0
266,10000265,Surname_266,665,Spain,Female,55,5,26632.5,2,1,1,52782.5,1
267,10000266,Surname_267,666,Germany,Male,56,6,26733.0,3,0,0,52793.0,0
268,10000267,Surname_268,667,Italy,Female,57,7,26833.5,4,1,1,52803.5,1
269,10000268,Surname_269,668,France,Male,58,8,26934.0,1,0,0,52814.0,0
270,10000269,Surname_270,669,Spain,Female,59,9,27034.5,2,1,1,52824.5,1
271,10000270,Surname_271,670,Germany,Male,60,0,27135.0,3,0,0,52835.0,0
272,10000271,Surname_272,671,Italy,Female,61,1,27235.5,4,1,1,52845.5,1
273,10000272,Surname_273,672,France,Male,62,2,27336.0,1,0,0,52856.0,0
274,10000273,Surname_274,673,Spain,Female,63,3,27436.5,2,1,1,52866.5,1
275,10000274,Surname_275,674,Germany,Male,64,4,27537.0,3,0,0,52877.0,0
276,10000275,Surname_276,675,Italy,Female,65,5,27637.5,4,1,1,52887.5,1
277,10000276,Surname_277,676,France,Male,66,6,27738.0,1,0,0,52898.0,0
278,10000277,Surname_278,677,Spain,Female,67,7,27838.5,2,1,1,52908.5,1
279,10000278,Surname_279,678,Germany,Male,68,8,27939.0,3,0,0,52919.0,0
280,10000279,Surname_280,679,Italy,Female,69,9,28039.5,4,1,1,52929.5,1
281,10000280,Surname_281,680,France,Male,30,0,28140.0,1,0,0,52940.0,0
282,10000281,Surname_282,681,Spain,Female,31,1,28240.5,2,1,1,52950.5,1
283,10000282,Surname_283,682,Germany,Male,32,2,28341.0,3,0,0,52961.0,0
284,10000283,Surname_284,683,Italy,Female,33,3,28441.5,4,1,1,52971.5,1
285,10000284,Surname_285,684,France,Male,34,4,28542.0,1,0,0,52982.0,0
286,10000285,Surname_286,685,Spain,Female,35,5,28642.5,2,1,1,52992.5,1
287,10000286,Surname_287,686,Germany,Male,36,6,28743.0,3,0,0,53003.0,0
288,10000287,Surname_288,687,Italy,Female,37,7,28843.5,4,1,1,53013.5,1
289,10000288,Surname_289,688,France,Male,38,8,28944.0,1,0,0,53024.0,0
290,10000289,Surname_290,689,Spain,Female,39,9,29044.5,2,1,1,53034.5,1
291,10000290,Surname_291,690,Germany,Male,40,0,29145.0,3,0,0,53045.0,0
292,10000291,Surname_292,691,Italy,Female,41,1,29245.5,4,1,1,53055.5,1
293,10000292,Surname_293,692,France,Male,42,2,29346.0,1,0,0,53066.0,0
294,10000293,Surname_294,693,Spain,Female,43,3,29446.5,2,1,1,53076.5,1
295,10000294,Surname_295,694,Germany,Male,44,4,29547.0,3,0,0,53087.0,0
296,10000295,Surname_296,695,Italy,Female,45,5,29647.5,4,1,1,53097.5,1
297,10000296,Surname_297,696,France,Male,46,6,29748.0,1,0,0,53108.0,0
298,10000297,Surname_298,697,Spain,Female,47,7,29848.5,2,1,1,53118.5,1
299,10000298,Surname_299,698,Germany,Male,48,8,29949.0,3,0,0,53129.0,0
300,10000299,Surname_300,699,Italy,Female,49,9,30049.5,4,1,1,53139.5,1
301,10000300,Surname_301,600,France,Male,50,0,30150.0,1,0,0,53150.0,0
302,10000301,Surname_302,601,Spain,Female,51,1,30250.5,2,1,1,53160.5,1
303,10000302,Surname_303,602,Germany,Male,52,2,30351.0,3,0,0,53171.0,0
304,10000303,Surname_304,603,Italy,Female,53,3,30451.5,4,1,1,53181.5,1
305,10000304,Surname_305,604,France,Male,54,4,30552.0,1,0,0,53192.0,0
306,10000305,Surname_306,605,Spain,Female,55,5,30652.5,2,1,1,53202.5,1
307,10000306,Surname_307,606,Germany,Male,56,6,30753.0,3,0,0,53213.0,0
308,10000307,Surname_308,607,Italy,Female,57,7,30853.5,4,1,1,53223.5,1
309,10000308,Surname_309,608,France,Male,58,8,30954.0,1,0,0,53234.0,0
310,10000309,Surname_310,609,Spain,Female,59,9,31054.5,2,1,1,53244.5,1
311,10000310,Surname_311,610,Germany,Male,60,0,31155.0,3,0,0,53255.0,0
312,10000311,Surname_312,611,Italy,Female,61,1,31255.5,4,1,1,53265.5,1
313,10000312,Surname_313,612,France,Male,62,2,31356.0,1,0,0,53276.0,0
314,10000313,Surname_314,613,Spain,Female,63,3,31456.5,2,1,1,53286.5,1
315,10000314,Surname_315,614,Germany,Male,64,4,31557.0,3,0,0,53297.0,0
316,10000315,Surname_316,615,Italy,Female,65,5,31657.5,4,1,1,53307.5,1
317,10000316,Surname_317,616,France,Male,66,6,31758.0,1,0,0,53318.0,0
318,10000317,Surname_318,617,Spain,Female,67,7,31858.5,2,1,1,53328.5,1
319,10000318,Surname_319,618,Germany,Male,68,8,31959.0,3,0,0,53339.0,0
320,10000319,Surname_320,619,Italy,Female,69,9,32059.5,4,1,1,53349.5,1
321,10000320,Surname_321,620,France,Male,30,0,32160.0,1,0,0,53360.0,0
322,10000321,Surname_322,621,Spain,Female,31,1,32260.5,2,1,1,53370.5,1
323,10000322,Surname_323,622,Germany,Male,32,2,32361.0,3,0,0,53381.0,0
324,10000323,Surname_324,623,Italy,Female,33,3,32461.5,4,1,1,53391.5,1
325,10000324,Surname_325,624,France,Male,34,4,32562.0,1,0,0,53402.0,0
326,10000325,Surname_326,625,Spain,Female,35,5,32662.5,2,1,1,53412.5,1
